,Original Name,Lookup 1,Lookup 1 Confidence,Lookup 1 Index,Lookup 2,Lookup 2 Confidence,Lookup 2 Index
296,eurofins ecca,eurofilters  miele,0.30000000000000004,1389,profile,0.29000000000000004,3150
297,dicar motorhomes,home,0.37,1911,zenhomes,0.32999999999999996,4540
298,deme environmental,rivm national institute for public health and the environment,0.39,3314,deme,0.31000000000000005,1083
299,delta engineering,intra engineering,0.72,2132,bw engineering,0.64,686
300,dela,dela,1.0,1065,delaval,0.56,1067
301,datasense,consense arbo,0.38,878,met sense,0.38,2625
302,dassy workwear,cws workwear,0.6,978,texet workwear,0.5800000000000001,3859
303,cyclops,connect cycling,0.33999999999999997,867,cyclis bike lease,0.29000000000000004,979
304,computer task,ctg  computer task,0.81,959,computerland,0.56,856
305,conxion,dixio,0.31999999999999995,1149,traxio,0.31999999999999995,4035
306,gb foods,tops foods,0.6699999999999999,4004,manna foods,0.6599999999999999,2535
307,cisco systems,nivo systems,0.62,2834,cisco,0.54,787
308,circet,circet,1.0,784,circl,0.5700000000000001,785
309,cdm stravitec,avit,0.45999999999999996,366,cdm smith,0.43000000000000005,729
310,brustor,rustoleum,0.44999999999999996,3368,restory,0.41000000000000003,3280
311,brightwolves,trendwolves,0.45999999999999996,4038,bright plus,0.42000000000000004,627
312,brightanalytics,agilytic,0.43999999999999995,140,bright plus,0.37,627
313,boortmalt,malt,0.53,2526,tma,0.42000000000000004,3979
314,biscuiterie thijs,fine biscuits company,0.38,1525,matthijs,0.38,2561
315,devoteam,devoteam g cloud,0.63,1100,tempoteam,0.4,3849
316,bccl,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
317,telenet retail,retaildetail,0.53,3283,4retail,0.5,31
318,barbuss,barbaren,0.52,1008,barco,0.30000000000000004,410
319,axi,traxio,0.53,4035,maxicon,0.47,2567
320,eviden,evidence,0.87,1408,vidende,0.7,4266
321,asist,easi,0.48,1226,assists,0.47,319
322,arhs developments,gillion development,0.61,1707,institute for business development,0.52,2104
323,aprojects,projectseu,0.71,3160,kr projects,0.6699999999999999,2324
324,aon,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
325,antwerp space,edr antwerp shipyard,0.41000000000000003,1257,antwerp school of education,0.39,242
326,alpro,voetbalprimeur,0.42000000000000004,4306,valpeo,0.31999999999999995,4168
327,alcon,travalco,0.65,4030,idelco insulation,0.25,2007
328,akzo nobel paints,pri paint,0.30000000000000004,3134,mathys paints,0.30000000000000004,2557
329,agomab,lagom consultancy,0.36,2358,ivago,0.28,2162
330,actum services,ac services,0.56,60,ww services,0.53,4478
331,abriso jiffy,giso consulting,0.30000000000000004,1711,bristol,0.26,635
332,air liquide industries,kemin industries,0.45999999999999996,2269,ppg industries,0.44999999999999996,3122
333,akka,bakker,0.53,396,akkodis,0.42000000000000004,156
334,aliaxis,meraxis,0.56,2612,enexis,0.37,1334
335,alten,altez,0.61,189,gemeente aalter,0.39,1657
336,altrad services,altrad services,1.0,193,altrad,0.5900000000000001,192
337,as adventure service center,fun adventure,0.52,1619,asadventure,0.49,304
338,atalian,atalian global services,0.49,329,liantis,0.45999999999999996,2423
339,aurubis beerse,rubicon,0.36,3367,bis,0.36,532
340,axxes,axxit,0.30000000000000004,374,lanxess,0.29000000000000004,2364
341,bakkerijaernoudt,bakkerij aernoudt,0.87,399,bakker,0.56,396
342,balta industries,ad astra industries,0.65,94,kemin industries,0.5900000000000001,2269
343,bank delen,delen private bank,0.4,1071,beobank nv,0.31999999999999995,488
344,biobest,obelis,0.28,2892,aviobook,0.27,365
345,capgemini,capgemini,1.0,703,2bemind,0.26,13
346,catalent,atalenta,0.79,328,italents,0.55,2152
347,cocacola european partners,cocacola european partners,1.0,834,cocacola europacific partners,0.71,833
348,danone,danone,1.0,989,organon,0.51,2962
349,datwyler pharma packaging,exam packaging,0.44999999999999996,1424,helios packaging,0.43999999999999995,1854
350,dca bouwbedrijf,vdl de meeuw belgiummodulair bouwbedrijfconstruction modulaire,0.32999999999999996,4226,rijksvastgoedbedrijf,0.31000000000000005,3306
351,decathlon,decathlon,1.0,1054,mecam,0.19999999999999996,2585
352,dnix,phinix,0.5800000000000001,3052,fenix consulting,0.36,1493
353,dp world,antwerp world diamond centre,0.48,243,myworld,0.45999999999999996,2765
354,heraeus electronite international,belron international,0.43999999999999995,466,stars edge international,0.43000000000000005,3682
355,heylen,gheys,0.38,1701,robin heymans,0.21999999999999997,3325
356,hilti,philips,0.26,3051,railtraxx,0.26,3221
357,hubo,hubo,1.0,1969,hubside,0.31000000000000005,1970
358,ingersollrand industrial technology,technord industry,0.5,3838,nxi technology,0.43000000000000005,2886
359,inthepocket,in the pocket,0.51,2058,erocket,0.4,1368
360,iss facility services,iss facility services belgi en luxemburg,0.69,2149,ac services,0.43000000000000005,60
361,jan de nul,kan design,0.26,2229,van de velde packaging,0.26,4175
362,johnson controls international,johnson  johnson,0.52,2197,johnson  johnson innovative medicine,0.45999999999999996,2198
363,kaneka,kaneka,1.0,2231,kaneka europe  company,0.5,2232
364,leewrangler belgium services,ac services,0.4,60,ww services,0.38,4478
365,lvmh,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
366,maes industries,kemin industries,0.6,2269,ppg industries,0.5900000000000001,3122
367,molnlycke,mlnlycke health care,0.5700000000000001,2668,venly,0.30000000000000004,4232
368,partena,partena professional,0.54,2996,artes,0.49,294
369,pauwelsconsulting,pauwels consulting,0.81,3010,consultink,0.47,883
370,pietercil delbys,pietercil,0.72,3065,dieteren,0.31000000000000005,1122
371,planettalent,planet talent,0.6699999999999999,3074,planet,0.64,3072
372,pluxee,pluxee,1.0,3085,rsa luxembourg,0.26,3360
373,process automation solutions,automation,0.6,357,contec  industrial automation solutions,0.5900000000000001,885
374,psa antwerp,piva antwerpen,0.54,3069,jane antwerp,0.49,3902
375,pss,woepss,0.55,4446,zorgbedrijf meetjesland,0.0,4559
376,ravago coordination center,sjm coordination center,0.6599999999999999,3529,ravago,0.52,3235
377,recticel,coreconnection,0.32999999999999996,900,selectie,0.30000000000000004,1035
378,rodekruis,rode kruisvlaanderen,0.43000000000000005,3330,rekruut,0.38,3259
379,scania parts logistics unit 2250,scania parts logistics,0.85,3427,scania,0.43999999999999995,3426
380,sipef,consip,0.5,880,shipex,0.39,3501
381,solutions 30,oce solutions,0.6599999999999999,2894,renta solutions,0.63,3269
382,sopra steria,sopra steria,1.0,3604,sopra steria next,0.78,3605
383,springbokcoaching,coachingent,0.44999999999999996,829,n2coaching,0.38,2766
384,standaard boekhandel,standaard uitgeverij,0.41000000000000003,3669,in boeken,0.31000000000000005,2054
385,stellar,stella p,0.6599999999999999,3701,xella,0.48,4492
386,strabag,untrabajoenholandacom,0.29000000000000004,4131,straff,0.27,3719
387,boston consulting,boston consulting,1.0,603,consultink,0.54,883
388,thi factory,factorv,0.51,1453,future factors,0.45999999999999996,1624
389,tnt express,dhl express,0.6799999999999999,1109,nippon express,0.5800000000000001,2829
390,touring,mourik,0.4,2716,contour lab,0.36,890
391,unitedpetfood,united hr,0.4,4116,united consulting,0.32999999999999996,4114
392,vanhoecke,anhomact,0.38,229,oeco,0.35,2901
393,vanhout,anhomact,0.49,229,motivationhouse,0.27,2713
394,verhaert,verhaert onsite consulting,0.5700000000000001,4241,verhaert  onsite consulting,0.56,4240
395,vgd belgie,vgd,0.53,4260,escbelgie,0.43999999999999995,1371
396,visma,visma  yuki,0.54,4283,smals,0.27,3554
397,vpkgroup,vpk,0.62,4332,vpk,0.62,4333
398,audika,laud,0.5700000000000001,2365,talent acquisition audit institute,0.29000000000000004,3799
399,catalay,alan,0.39,158,atalenta,0.35,328
400,christeyns,christies real estate,0.35,779,cm  christelijke mutualiteit,0.31000000000000005,818
401,jims,kims consultancy,0.39,2282,kims chocolates,0.33999999999999997,2281
402,nikon metrology,unikoo,0.35,4105,thinknology,0.24,3940
403,ntx,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
404,sanorice,sciensano,0.33999999999999997,3442,yano,0.28,4503
405,scr  sibelco,idelco insulation,0.25,2007,belcar rent,0.19999999999999996,449
406,securitas,security cams,0.5800000000000001,3464,kbc securities,0.55,2259
407,unisys,orsys,0.31999999999999995,2966,unit4,0.21999999999999997,4112
408,barry callebaut,barry callebaut,1.0,412,callens,0.31999999999999995,695
409,iko waterproofing and insulation,idelco insulation,0.31999999999999995,2007,pointerpro,0.24,3092
410,tpo agency,21 agency,0.43999999999999995,9,other agency,0.43000000000000005,3919
411,jbc,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
412,ici paris xl,aris  totell,0.29000000000000004,284,agaris,0.29000000000000004,133
413,sea tank terminal,seatank terminal,0.8,3462,lbc tank terminals,0.7,2371
414,dego verzekeringen,verzekeringen,0.76,4254,hillewaere verzekeringen,0.55,1890
415,credon,credox subsidie,0.38,938,credendo,0.35,935
416,jansen   maes industrie,kemin industries,0.42000000000000004,2269,hansen industrial transmissions,0.41000000000000003,1813
417,moninit,enginity,0.36,1344,monitor hr consulting,0.35,2693
418,grand vision,grandvision,0.62,1751,finvision,0.43999999999999995,1530
419,stroom recruitment,pes recruitment,0.5900000000000001,3043,moon recruitment,0.5800000000000001,2702
420,smulders,smulders projects,0.6799999999999999,3568,helder,0.31000000000000005,1853
421,az herentals,frame21  herentals,0.43999999999999995,1589,gens rental,0.31999999999999995,1680
422,vanlanschot,berenschot,0.48,492,mercier van lanschot,0.48,2616
423,advipro,wipro,0.54,4434,iadvise,0.4,1998
424,recruitment architects,product architects,0.5800000000000001,3924,trias architects,0.54,4041
425,multi engineering,multiengineering,0.78,2740,bw engineering,0.62,686
426,wunderman thompson  vml,vml,0.31999999999999995,4301,thomas,0.22999999999999998,3942
427,digi  citymesh,citymesh,0.73,793,digi,0.32999999999999996,1124
428,unmuteyou,unmute you,0.6799999999999999,4128,absoluteyou,0.51,59
429,van laere,delaere  lombaert,0.4,1066,mercier van lanschot,0.31000000000000005,2616
430,icts,ict talents,0.31000000000000005,2003,district01,0.28,1144
431,cesipreventie  bescherming,vogelbescherming vlaanderen,0.35,4307,besix,0.21999999999999997,497
432,optimile,optimizers,0.5900000000000001,2946,optimeyes,0.43999999999999995,2945
433,aft,mindcraft,0.42000000000000004,2647,aft international,0.38,131
434,pu,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
435,buysse  partners,buysse  partners invest,0.8200000000000001,676,buysse  partners  private equity  real estate,0.5800000000000001,674
436,at recruitment,recruit2  boost recruitment,0.72,3244,pes recruitment,0.71,3043
437,ab eiffage,eiffage,0.76,1278,abeiffage,0.6599999999999999,50
438,headcount gent,headcount,0.8200000000000001,1834,universiteit gent,0.26,4121
439,xtra works,xtra,0.52,4500,era wonen,0.43999999999999995,1362
440,be bold,bol,0.47,575,bebold,0.47,436
441,stadim,stadim  valuation  strategy in real estate,0.38,3664,randstad,0.35,3229
442,umami catering,j  m catering,0.39,2164,remi consulting,0.31999999999999995,3265
443,resilient business,telenet business,0.52,3846,resilient security,0.5,3273
444,inchcape,trscape,0.37,4052,upscape,0.36,4140
445,piagroup,orcagroup,0.52,2956,pia,0.43999999999999995,3060
446,pack brussels,in brussels,0.6699999999999999,2055,sarawak brussels,0.55,3415
447,lemon,lemons make lemonade,0.75,2402,lemon companies,0.55,2401
448,jysk,jysk,1.0,2221,zorgbedrijf meetjesland,0.0,4559
449,agiliz,agilitas,0.63,139,agilytic,0.4,140
450,beauty inn,tech company in beauty and wellness industry,0.44999999999999996,3831,lr health  beauty systems,0.42000000000000004,2481
451,orfit industries,orfit,0.6,2959,kemin industries,0.55,2269
452,cocacola,cocacola,1.0,3880,cocacola european partners,0.56,834
453,benton,bens mentors,0.43999999999999995,484,tentoo,0.41000000000000003,3854
454,mylan epd,elan languages,0.25,1289,ayla mont productions,0.22999999999999998,376
455,kubip,kubicco,0.6699999999999999,2336,qubix,0.37,3197
456,kmo dynamoo,kmodynamoo,0.7,2297,geodynamics,0.35,1686
457,baltimore aircoil international,baltimore aircoil,0.8,401,tta international,0.41000000000000003,4059
458,dpd,dpd nv,0.53,1180,zorgbedrijf meetjesland,0.0,4559
459,br,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
460,bank van breda,bank j van breda,0.75,405,bank jvan breda,0.7,406
461,voka,vokan,0.85,4316,jong voka,0.54,2201
462,whitewood capital,whitewood,0.73,4407,hr capital,0.48,1946
463,bus de polder scb,federale politie,0.26,1482,van de velde packaging,0.22999999999999998,4175
464,conway,ionway,0.92,2142,conway  the convenience company,0.43999999999999995,892
465,carglass,carglass,1.0,715,carglass,1.0,714
466,mohawk international services,isg international service,0.74,2148,tta international,0.51,4059
467,ckv bank,ckv,0.49,794,axa bank,0.35,369
468,brainbridge,brainbridge technics,0.74,616,brainbridge workforce solutions,0.61,617
469,solix search,solix academy,0.41000000000000003,3588,compusearch,0.37,854
470,adman agency  divisie van respectfully yours,adman agency,0.48,107,wingman agency,0.29000000000000004,4429
471,contec,montea,0.48,2698,stantec,0.43000000000000005,3673
472,vbm,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
473,roosendaelhof,inge vandael,0.35,2087,rosendiem,0.30000000000000004,3342
474,banijay,tobania,0.39,3985,umani,0.29000000000000004,4095
475,duraconstruct keersmaekers,duraconstructkeersmaekers,0.85,1211,construct0,0.39,881
476,brand quadergy,linergy,0.32999999999999996,2444,brand guys,0.30000000000000004,3873
477,boxs,slimbox,0.52,3545,theblackboxorg,0.31999999999999995,3932
478,allen  overy,callens,0.38,695,agentschap innoveren  ondernemen  vlaio,0.30000000000000004,136
479,resengo,abengoa,0.45999999999999996,51,esence,0.44999999999999996,1373
480,bubka,bubka  b corp certified,0.48,649,zorgbedrijf meetjesland,0.0,4559
481,trixolutions,trixolutions  leadership softskills,0.53,4049,oce solutions,0.4,2894
482,landsbond van liberale mutualiteiten,cm  christelijke mutualiteit,0.42000000000000004,818,mutualits libres  onafhankelijke ziekenfondsen,0.27,2752
483,investr,natuurinvest,0.5700000000000001,2776,hasco invest,0.55,1822
484,videofactory,factorv,0.51,1453,ifacto,0.43999999999999995,2014
485,upthrust,uptime,0.33999999999999997,4142,netherust,0.31000000000000005,2790
486,gimv,gimber,0.5900000000000001,1708,seingim,0.54,3469
487,bank degroof,degroof petercam,0.44999999999999996,1062,annsophie degroote,0.35,234
488,pauwels,pauwels consulting,0.72,3010,pauze,0.28,3011
489,brouwerij martens,martens  brijs,0.43000000000000005,2551,vrouwennet,0.30000000000000004,4338
490,sodibe,sodexo,0.37,3577,ibens,0.33999999999999997,2000
491,belgische federatie filantropische stichtingen,belgische federale overheidsdiensten,0.43000000000000005,456,magische kerst,0.32999999999999996,2516
492,agfa gevaert,meyvaert,0.36,2632,eval,0.25,1400
493,moodmanagement,moonsmanagement,0.6,2705,goodman,0.5900000000000001,1743
494,kuehne  nagel,kuehnenagel,0.76,2338,nagelmackers,0.20999999999999996,2768
495,halito,dito,0.44999999999999996,1146,vito,0.43999999999999995,4288
496,patroba family bakers,family office,0.39,1457,hasher family estate,0.36,1823
497,smartwithfood,smartwaterloop,0.33999999999999997,3563,go smart,0.27,1732
498,om collective,foodcollective,0.61,1572,equinox collective,0.53,1361
499,o2o,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
500,laco,pacorini,0.30000000000000004,2980,vivacom,0.29000000000000004,4290
501,dpg media,dpg media,1.0,1182,dpg media advertising,0.65,1181
502,smart presentations,smart consulting,0.33999999999999997,3557,st martins press,0.31999999999999995,3648
503,ion,etion,0.47,1380,artion,0.41000000000000003,296
504,usg professionals,usg professionals,1.0,4155,usg professionals in ict,0.81,4156
505,sligro,sligro food,0.6799999999999999,3544,higrowth,0.36,1886
506,vooruitzicht,werk in het vooruitzicht,0.72,4396,coru,0.28,912
507,ka construct,construct0,0.71,881,sbr construct,0.64,3421
508,lyreco,lyreco,1.0,2503,lyreco deutschland,0.5,2504
509,spacewell,pace pack,0.36,2979,redwire space,0.30000000000000004,3253
510,dsv,dsv road,0.41000000000000003,1199,dsv  global transport and logistics,0.22999999999999998,1198
511,skyscrapers,aperam,0.31000000000000005,252,skydoo,0.19999999999999996,3541
512,mobilityplus,do mobility,0.6,1163,mr mobility,0.6,2730
513,besix infra support,besix,0.43000000000000005,497,public support,0.39,3174
514,movify,mindmoving,0.42000000000000004,2648,moving careers,0.41000000000000003,2720
515,lidl,lidl belgium  luxemburg,0.36,2425,alides,0.36,172
516,actum,defactum,0.6599999999999999,1060,inetum,0.36,2076
517,olv ziekenhuis,olv ziekenhuis aalstasseninove,0.69,2920,olv van lourdes ziekenhuis waregem,0.55,2919
518,as adventure,fun adventure,0.74,1619,asadventure,0.69,304
519,apheabio,vaph,0.26,4212,sphere,0.25,3621
520,qteam,q team,0.6599999999999999,3189,amteam,0.61,219
521,turbulent,turbel,0.42000000000000004,4064,la petite merveille durbuy,0.24,2351
522,beko,bekina,0.4,448,ekotec,0.39,1285
523,fashion society,satisfashion,0.43999999999999995,3418,joy fashion antwerp,0.42000000000000004,2207
524,unilever,unilever,1.0,4106,ever,0.47,1402
525,belorta,xelor,0.54,4493,sporta,0.47,3627
526,woonhaven antwerpen,stad antwerpen,0.44999999999999996,3652,cvo antwerpen,0.43000000000000005,971
527,vijver,creatief schrijven,0.43000000000000005,928,cevora vdab en diverse bedrijven brand kaefer etc,0.28,750
528,actoplus,actos,0.43999999999999995,90,ifacto,0.4,2014
529,brug,stad brugge,0.48,3654,overbruggers,0.44999999999999996,1029
530,aldi,aldi,1.0,165,vivaldis,0.6,4291
531,geosquare,geo square,0.6799999999999999,1685,y squared,0.5700000000000001,4501
532,ecopower,mpowert,0.48,2728,powerland,0.43000000000000005,3120
533,dynapps,dynacap,0.48,1222,appstruct,0.42000000000000004,259
534,foodmaker,foodmaker,1.0,1573,goodman,0.6,1743
535,haribo,trib,0.38,4042,charistar,0.35,765
536,jeco energies,eqos energie,0.47,1356,synergie,0.44999999999999996,3781
537,sika,zorgbedrijf meetjesland,0.0,4559,zorgbedrijf antwerpen,0.0,4558
538,greenyard frozen,greenyard,0.69,1762,rozeke,0.35,3358
539,innomedio,inno,0.55,2094,promedia,0.41000000000000003,3162
540,ambuce rescue team,international rescue committee,0.32999999999999996,2125,q team,0.30000000000000004,3189
541,maes,sonia maes,0.5700000000000001,3598,alkenmaes mechelen,0.4,173
542,manna,manna foods,0.56,2535,tennant,0.37,3852
543,van moer,van moer logistics,0.6599999999999999,4187,van mossel,0.44999999999999996,4191
544,astara,warande,0.33999999999999997,1043,charistar,0.33999999999999997,765
545,fero,ferrero,0.5800000000000001,1500,ferm,0.54,1496
546,kbc,kbc securities,0.36,2259,kbc global services,0.30000000000000004,2258
547,captain jane,captain  stoker,0.52,707,captainwork,0.51,708
548,interne opdrachtgever tbv open vacature,bv op naam van,0.29000000000000004,680,evernex,0.26,1405
549,kingsberry,customerry,0.32999999999999996,968,berry professionals,0.31000000000000005,495
550,lotus bakeries,bakker,0.28,396,moretus ekeren,0.22999999999999998,2708
551,just russel,just pro,0.43000000000000005,2215,in brussels,0.4,2055
552,grizzly marketing,ellenesse marketing,0.45999999999999996,1305,keith marketing,0.44999999999999996,2265
553,kabas recruit,pes recruitment,0.55,3043,generations recruitment,0.47,1676
554,goed,vb vastgoed,0.45999999999999996,4219,vastgoed cw,0.45999999999999996,4216
555,4p square,y squared,0.69,4501,geo square,0.61,1685
556,yontec,yondr,0.44999999999999996,4510,montea,0.4,2698
557,axa,axa,1.0,368,axa bank,0.47,369
558,boels rental,gens rental,0.5700000000000001,1680,atalenta,0.29000000000000004,328
559,gilbert de clercq,albert heijn,0.27,160,clercq  ryheul verzekeringen,0.21999999999999997,1010
560,acc,accent,0.55,66,acco be,0.43999999999999995,70
561,verina bourdon,bordoni,0.32999999999999996,593,ardo,0.29000000000000004,277
562,threon,threon  strategy delivered,0.51,3955,softwareone,0.4,3579
563,toqua,aquafin,0.41000000000000003,263,vivaqua,0.39,4293
564,elmosexperts,elmos,0.65,1307,expo experts,0.45999999999999996,1442
565,g4s global,dps  global,0.56,1183,globant,0.5,1720
566,delhaize,delhaize,1.0,1073,ahold delhaize,0.72,149
567,benedenti,nationalenederlanden bank,0.4,2775,beneo,0.38,479
568,tormans,performanse,0.55,3035,formalia,0.38,1576
569,torfs,orfit,0.49,2959,norfey  sb,0.31999999999999995,2856
570,lannoo uitgeverij,uitgeverij lannoo,0.73,4086,uitgeverij lannoocampus,0.5900000000000001,4087
571,merkado agency,21 agency,0.36,9,other agency,0.35,3919
572,msc,msc cruises,0.4,2733,spectrumschool,0.37,3616
573,desco,abesco,0.5700000000000001,52,bevesco,0.51,512
574,makro cash  carry,horecatotaal  zbcentrale cash  carrys,0.44999999999999996,1920,volvo cars,0.26,4321
575,up time,uptime,0.38,4142,time out,0.32999999999999996,3970
576,tbwa,tbwa,1.0,3818,zorgbedrijf meetjesland,0.0,4559
577,potemkino,tempoteam,0.41000000000000003,3849,totem,0.39,4009
578,top printing,scoop projects,0.31999999999999995,3445,top brands,0.29000000000000004,3996
579,retail performance,performanse,0.5700000000000001,3035,performancce,0.56,3034
580,radikal,radius,0.45999999999999996,3219,lftrading,0.37,2419
581,firstwave,wave,0.49,4371,headfirst,0.42000000000000004,1835
